Gene stable ID,Mouse gene stable ID,Mouse gene name,Gene name
ENSMOCG00000000382,ENSMUSG00000071519,Prss3,
ENSMOCG00000000383,ENSMUSG00000027330,Cdc25b,Cdc25b
ENSMOCG00000000384,ENSMUSG00000042485,Mustn1,Mustn1
ENSMOCG00000000385,ENSMUSG00000029196,Tada2b,Tada2b
ENSMOCG00000000386,ENSMUSG00000021756,Il6st,Il6st
ENSMOCG00000000387,ENSMUSG00000046723,Adam24,Adam24
ENSMOCG00000000388,ENSMUSG00000048007,Timm8a1,Timm8a1
ENSMOCG00000000389,ENSMUSG00000064181,Rab3ip,
ENSMOCG00000000390,ENSMUSG00000056076,Eif3b,Eif3b
ENSMOCG00000000391,ENSMUSG00000084883,Ccdc85c,
ENSMOCG00000000392,ENSMUSG00000040649,Rimklb,
ENSMOCG00000000393,ENSMUSG00000023000,Dhh,Dhh
ENSMOCG00000000394,ENSMUSG00000031182,4930447F04Rik,4930447F04Rik
ENSMOCG00000000395,ENSMUSG00000038612,Mcl1,Mcl1
ENSMOCG00000000396,ENSMUSG00000039062,Anpep,Anpep
ENSMOCG00000000397,,,
ENSMOCG00000000398,ENSMUSG00000039384,Dusp10,Dusp10
ENSMOCG00000000399,ENSMUSG00000032803,Cdv3,Cdv3
ENSMOCG00000000400,ENSMUSG00000049357,Brd8dc,Brd8dc
ENSMOCG00000000401,ENSMUSG00000051081,Gm4847,Gm4847
ENSMOCG00000000402,ENSMUSG00000019772,Vip,Vip
ENSMOCG00000000403,ENSMUSG00000030373,Psg28,
ENSMOCG00000000403,ENSMUSG00000070797,Psg27,
ENSMOCG00000000403,ENSMUSG00000053228,Ceacam3,
ENSMOCG00000000403,ENSMUSG00000070799,Psg26,
ENSMOCG00000000403,ENSMUSG00000004540,Psg17,
ENSMOCG00000000403,ENSMUSG00000066760,Psg16,
ENSMOCG00000000403,ENSMUSG00000044903,Psg22,
ENSMOCG00000000403,ENSMUSG00000070798,Psg25,
ENSMOCG00000000403,ENSMUSG00000074359,Psg23,
ENSMOCG00000000403,ENSMUSG00000003505,Psg18,
ENSMOCG00000000403,ENSMUSG00000004542,Psg19,
ENSMOCG00000000403,ENSMUSG00000063305,Psg20,
ENSMOCG00000000403,ENSMUSG00000070796,Psg21,
ENSMOCG00000000404,ENSMUSG00000029066,Mrpl20,
ENSMOCG00000000405,ENSMUSG00000036733,Rbm42,Rbm42
ENSMOCG00000000406,ENSMUSG00000058063,Trim31,Trim31
ENSMOCG00000000407,,,
ENSMOCG00000000408,ENSMUSG00000052812,Atad2b,Atad2b
ENSMOCG00000000409,,,
ENSMOCG00000000410,ENSMUSG00000039372,Marchf4,Marchf4
ENSMOCG00000000411,ENSMUSG00000029577,Ube3b,Ube3b
ENSMOCG00000000412,ENSMUSG00000035454,Samt3,
ENSMOCG00000000413,ENSMUSG00000090083,Rnf8,
ENSMOCG00000000413,ENSMUSG00000098374,Gm28043,
ENSMOCG00000000414,ENSMUSG00000025260,Hsd17b10,Hsd17b10
ENSMOCG00000000415,,,
ENSMOCG00000000416,ENSMUSG00000060743,H3f3a,
ENSMOCG00000000417,ENSMUSG00000029286,Enam,Enam
ENSMOCG00000000418,ENSMUSG00000036168,Ccdc38,Ccdc38
ENSMOCG00000000419,ENSMUSG00000031738,Irx6,Irx6
ENSMOCG00000000420,ENSMUSG00000048482,Bdnf,BDNF
ENSMOCG00000000421,ENSMUSG00000044279,Crb3,Crb3
ENSMOCG00000000422,ENSMUSG00000033233,Trim45,Trim45
ENSMOCG00000000423,ENSMUSG00000020638,Cmpk2,Cmpk2
ENSMOCG00000000424,ENSMUSG00000021196,Pfkp,Pfkp
ENSMOCG00000000425,,,
ENSMOCG00000000426,ENSMUSG00000027339,Rassf2,Rassf2
ENSMOCG00000000427,ENSMUSG00000055041,Commd5,Commd5
ENSMOCG00000000428,ENSMUSG00000072295,C2cd6,C2cd6
ENSMOCG00000000429,,,
ENSMOCG00000000430,ENSMUSG00000029156,Sgcb,Sgcb
ENSMOCG00000000431,ENSMUSG00000029591,Ung,Ung
ENSMOCG00000000432,ENSMUSG00000040966,Slc22a2,Slc22a2
ENSMOCG00000000433,ENSMUSG00000019080,Mfsd3,Mfsd3
ENSMOCG00000000434,ENSMUSG00000031659,Adcy7,Adcy7
ENSMOCG00000000435,ENSMUSG00000028782,Adgrb2,Adgrb2
ENSMOCG00000000436,ENSMUSG00000025488,Cox8b,Cox8b
ENSMOCG00000000437,ENSMUSG00000046280,She,She
ENSMOCG00000000438,ENSMUSG00000080316,Spaca6,Spaca6
ENSMOCG00000000439,ENSMUSG00000062116,Zfp954,Zfp954
ENSMOCG00000000440,ENSMUSG00000050663,Trhde,Trhde
ENSMOCG00000000441,ENSMUSG00000040859,Bsdc1,Bsdc1
ENSMOCG00000000442,ENSMUSG00000034312,Iqsec1,Iqsec1
ENSMOCG00000000443,ENSMUSG00000024240,Epc1,Epc1
ENSMOCG00000000444,ENSMUSG00000004768,Rab23,Rab23
ENSMOCG00000000445,ENSMUSG00000020649,Rrm2,
ENSMOCG00000000446,ENSMUSG00000031379,Pir,Pir
ENSMOCG00000000447,ENSMUSG00000030619,Eed,Eed
ENSMOCG00000000448,ENSMUSG00000025044,Msr1,Msr1
ENSMOCG00000000449,ENSMUSG00000074207,Adh1,
ENSMOCG00000000450,ENSMUSG00000047330,Kcne4,Kcne4
ENSMOCG00000000451,ENSMUSG00000027959,Sass6,Sass6
ENSMOCG00000000452,ENSMUSG00000023460,Rab12,Rab12
ENSMOCG00000000453,ENSMUSG00000062252,Lhfpl5,Lhfpl5
ENSMOCG00000000454,ENSMUSG00000057132,Rpgrip1,
ENSMOCG00000000455,ENSMUSG00000025982,Sf3b1,Sf3b1
ENSMOCG00000000456,ENSMUSG00000022141,Nipbl,Nipbl
ENSMOCG00000000457,ENSMUSG00000041736,Tspo,Tspo
ENSMOCG00000000458,ENSMUSG00000028785,Hpca,Hpca
ENSMOCG00000000459,ENSMUSG00000000794,Kcnn3,Kcnn3
ENSMOCG00000000460,ENSMUSG00000038203,Hoxa13,Hoxa13
ENSMOCG00000000461,ENSMUSG00000013091,Tmem190,Tmem190
ENSMOCG00000000462,ENSMUSG00000105096,Gbp10,
ENSMOCG00000000462,ENSMUSG00000029298,Gbp9,
ENSMOCG00000000462,ENSMUSG00000034438,Gbp8,
ENSMOCG00000000462,ENSMUSG00000079363,Gbp4,
ENSMOCG00000000462,ENSMUSG00000079362,Gm43302,
ENSMOCG00000000462,ENSMUSG00000092021,Gbp11,
ENSMOCG00000000462,ENSMUSG00000104713,Gbp6,
ENSMOCG00000000463,ENSMUSG00000024098,Twsg1,Twsg1
ENSMOCG00000000464,ENSMUSG00000070814,Zswim9,Zswim9
ENSMOCG00000000465,ENSMUSG00000027774,Gfm1,Gfm1
ENSMOCG00000000466,ENSMUSG00000036306,Lzts1,Lzts1
ENSMOCG00000000467,,,
ENSMOCG00000000468,ENSMUSG00000029253,Cenpc1,Cenpc1
ENSMOCG00000000469,ENSMUSG00000030793,Pycard,Pycard
ENSMOCG00000000470,ENSMUSG00000054423,Cadps,Cadps
ENSMOCG00000000471,ENSMUSG00000057666,Gapdh,
ENSMOCG00000000471,ENSMUSG00000097148,Gm3839,
ENSMOCG00000000471,ENSMUSG00000110469,Gm10358,
ENSMOCG00000000472,ENSMUSG00000030056,Isy1,Isy1
ENSMOCG00000000473,ENSMUSG00000029923,Rab19,Rab19
ENSMOCG00000000474,ENSMUSG00000037034,Pax1,Pax1
ENSMOCG00000000475,ENSMUSG00000003344,Btbd2,Btbd2
ENSMOCG00000000476,ENSMUSG00000038296,Galnt18,Galnt18
ENSMOCG00000000477,ENSMUSG00000067780,Pi15,Pi15
ENSMOCG00000000478,ENSMUSG00000032226,Gcnt3,Gcnt3
ENSMOCG00000000479,ENSMUSG00000036744,Olfr701,
ENSMOCG00000000480,,,
ENSMOCG00000000481,ENSMUSG00000002014,Ssr4,Ssr4
ENSMOCG00000000482,ENSMUSG00000051256,Jagn1,Jagn1
ENSMOCG00000000483,ENSMUSG00000095789,Nupr1l,Nupr1l
ENSMOCG00000000484,ENSMUSG00000042842,Serpinb6b,
ENSMOCG00000000485,ENSMUSG00000049648,Olfr273,Olfr273
ENSMOCG00000000486,ENSMUSG00000048528,Nkx1-2,Nkx1-2
ENSMOCG00000000487,ENSMUSG00000031107,Rbmx2,
ENSMOCG00000000488,ENSMUSG00000029335,Bmp3,Bmp3
ENSMOCG00000000489,ENSMUSG00000030592,Ryr1,Ryr1
ENSMOCG00000000490,,,
ENSMOCG00000000491,ENSMUSG00000026577,Blzf1,Blzf1
ENSMOCG00000000492,ENSMUSG00000063932,Poteg,
ENSMOCG00000000492,ENSMUSG00000110333,Gm45861,
ENSMOCG00000000493,ENSMUSG00000041747,Utp15,Utp15
ENSMOCG00000000494,,,
ENSMOCG00000000495,ENSMUSG00000036427,Gpi1,Gpi1
ENSMOCG00000000496,ENSMUSG00000053395,Cacng8,Cacng8
ENSMOCG00000000497,ENSMUSG00000027489,Necab3,Necab3
ENSMOCG00000000498,ENSMUSG00000032744,Heyl,Heyl
ENSMOCG00000000499,ENSMUSG00000020668,Kif3c,Kif3c
ENSMOCG00000000500,ENSMUSG00000050379,Septin6,Septin6
ENSMOCG00000000501,ENSMUSG00000027312,Atrn,Atrn
ENSMOCG00000000502,ENSMUSG00000027438,Napb,Napb
ENSMOCG00000000503,ENSMUSG00000090084,Srpx,Srpx
ENSMOCG00000000504,ENSMUSG00000067813,Xkr9,Xkr9
ENSMOCG00000000505,ENSMUSG00000064284,Cdpf1,Cdpf1
ENSMOCG00000000506,ENSMUSG00000015536,Mocs2,Mocs2
ENSMOCG00000000507,ENSMUSG00000031171,Ftsj1,
ENSMOCG00000000508,ENSMUSG00000027479,Mapre1,Mapre1
ENSMOCG00000000509,ENSMUSG00000062519,Zfp398,Zfp398
ENSMOCG00000000510,ENSMUSG00000024042,Sik1,Sik1
ENSMOCG00000000511,ENSMUSG00000045411,2410002F23Rik,2410002F23Rik
ENSMOCG00000000512,ENSMUSG00000030359,Pzp,Pzp
ENSMOCG00000000513,ENSMUSG00000069237,Fam8a1,Fam8a1
ENSMOCG00000000514,ENSMUSG00000023832,Acat2,
ENSMOCG00000000514,ENSMUSG00000062480,Acat3,
ENSMOCG00000000515,ENSMUSG00000006269,Atp6v1b1,Atp6v1b1
ENSMOCG00000000516,ENSMUSG00000027854,Sike1,Sike1
ENSMOCG00000000517,,,
ENSMOCG00000000518,ENSMUSG00000003354,Ccdc65,Ccdc65
ENSMOCG00000000519,ENSMUSG00000039611,Tmem246,Tmem246
ENSMOCG00000000520,ENSMUSG00000038209,Itln1,
ENSMOCG00000000521,ENSMUSG00000020310,Madcam1,Madcam1
ENSMOCG00000000522,ENSMUSG00000026520,Pycr2,Pycr2
ENSMOCG00000000523,ENSMUSG00000054435,Gimap4,Gimap4
ENSMOCG00000000524,ENSMUSG00000045983,Eif4g1,
ENSMOCG00000000525,ENSMUSG00000056228,Cars2,Cars2
ENSMOCG00000000526,ENSMUSG00000062345,Serpinb2,Serpinb2
ENSMOCG00000000527,ENSMUSG00000045410,Akr1e1,Akr1e1
ENSMOCG00000000528,ENSMUSG00000070524,Fcrlb,Fcrlb
ENSMOCG00000000529,ENSMUSG00000029664,Tfpi2,Tfpi2
ENSMOCG00000000530,ENSMUSG00000040860,Crocc,Crocc
ENSMOCG00000000531,ENSMUSG00000000561,Wdr77,Wdr77
ENSMOCG00000000532,,,
ENSMOCG00000000533,,,
ENSMOCG00000000534,,,
ENSMOCG00000000535,ENSMUSG00000030188,Magohb,Magohb
ENSMOCG00000000536,ENSMUSG00000028385,Snx30,Snx30
ENSMOCG00000000537,ENSMUSG00000041530,Ago1,Ago1
ENSMOCG00000000538,ENSMUSG00000021483,Cdk20,Cdk20
ENSMOCG00000000539,ENSMUSG00000036560,Lgi4,Lgi4
ENSMOCG00000000540,ENSMUSG00000037579,Kcnh3,Kcnh3
ENSMOCG00000000541,ENSMUSG00000034247,Plekhm1,Plekhm1
ENSMOCG00000000542,ENSMUSG00000037022,Mmaa,Mmaa
ENSMOCG00000000543,ENSMUSG00000090675,Olfr111,
ENSMOCG00000000543,ENSMUSG00000090894,Olfr110,
ENSMOCG00000000544,ENSMUSG00000042861,Kcna10,Kcna10
ENSMOCG00000000545,ENSMUSG00000020636,Allc,Allc
ENSMOCG00000000546,ENSMUSG00000058017,Serpinb3d,
ENSMOCG00000000546,ENSMUSG00000073601,Serpinb3c,
ENSMOCG00000000546,ENSMUSG00000073602,Serpinb3b,
ENSMOCG00000000546,ENSMUSG00000044594,Serpinb3a,
ENSMOCG00000000547,ENSMUSG00000042446,Zmym4,Zmym4
ENSMOCG00000000548,ENSMUSG00000029402,Snrnp35,Snrnp35
ENSMOCG00000000549,ENSMUSG00000022148,Fyb,Fyb
ENSMOCG00000000550,ENSMUSG00000038398,Upf3a,Upf3a
ENSMOCG00000000551,ENSMUSG00000021713,Ppwd1,Ppwd1
ENSMOCG00000000552,ENSMUSG00000027947,Il6ra,Il6ra
ENSMOCG00000000553,ENSMUSG00000044309,Apol7c,
ENSMOCG00000000553,ENSMUSG00000068252,Apol7b,
ENSMOCG00000000553,ENSMUSG00000071716,Apol7e,
ENSMOCG00000000553,ENSMUSG00000010601,Apol7a,
ENSMOCG00000000554,ENSMUSG00000028229,Rmdn1,Rmdn1
ENSMOCG00000000555,ENSMUSG00000037325,Bbs7,Bbs7
ENSMOCG00000000556,ENSMUSG00000061576,Dpp6,Dpp6
ENSMOCG00000000557,ENSMUSG00000019539,Rcn3,Rcn3
ENSMOCG00000000558,ENSMUSG00000072919,Noxred1,Noxred1
ENSMOCG00000000559,ENSMUSG00000059412,Fxyd2,Fxyd2
ENSMOCG00000000560,ENSMUSG00000019362,D8Ertd738e,D8Ertd738e
ENSMOCG00000000561,ENSMUSG00000045672,Col27a1,Col27a1
ENSMOCG00000000562,ENSMUSG00000020639,Pfn4,Pfn4
ENSMOCG00000000563,ENSMUSG00000024233,Lyzl1,Lyzl1
ENSMOCG00000000564,ENSMUSG00000027306,Nusap1,Nusap1
ENSMOCG00000000565,ENSMUSG00000068523,Gng5,
ENSMOCG00000000565,ENSMUSG00000117145,Gm4356,
ENSMOCG00000000566,ENSMUSG00000021241,Isca2,Isca2
ENSMOCG00000000567,ENSMUSG00000014786,Slc9a5,Slc9a5
ENSMOCG00000000568,ENSMUSG00000047712,Ust,Ust
ENSMOCG00000000569,ENSMUSG00000028439,Fam219a,Fam219a
ENSMOCG00000000570,ENSMUSG00000109228,Fam81b,Fam81b
ENSMOCG00000000571,ENSMUSG00000005514,Por,Por
ENSMOCG00000000572,ENSMUSG00000042744,Hectd4,Hectd4
ENSMOCG00000000573,ENSMUSG00000028946,Hes3,Hes3
ENSMOCG00000000574,ENSMUSG00000052374,Actn2,Actn2
ENSMOCG00000000575,ENSMUSG00000036902,Neto2,Neto2
ENSMOCG00000000576,ENSMUSG00000027360,Hdc,Hdc
ENSMOCG00000000577,ENSMUSG00000068860,Gm128,Gm128
ENSMOCG00000000578,ENSMUSG00000068742,Cry2,
ENSMOCG00000000579,ENSMUSG00000044667,Plppr4,Plppr4
ENSMOCG00000000580,ENSMUSG00000027828,Ssr3,Ssr3
ENSMOCG00000000581,ENSMUSG00000022176,Rem2,Rem2
ENSMOCG00000000582,ENSMUSG00000032470,Mras,Mras
ENSMOCG00000000583,ENSMUSG00000034424,Gcsh,Gcsh
ENSMOCG00000000584,ENSMUSG00000005262,Ufd1,Ufd1
ENSMOCG00000000585,ENSMUSG00000053965,Pde5a,Pde5a
ENSMOCG00000000586,ENSMUSG00000002844,Adprh,Adprh
ENSMOCG00000000587,ENSMUSG00000049176,Frmpd4,Frmpd4
ENSMOCG00000000588,ENSMUSG00000050628,Ubald2,
ENSMOCG00000000589,ENSMUSG00000021314,Amph,
ENSMOCG00000000590,ENSMUSG00000039706,Ldb2,Ldb2
ENSMOCG00000000591,ENSMUSG00000003604,Aven,Aven
ENSMOCG00000000592,ENSMUSG00000029112,Nkx1-1,Nkx1-1
ENSMOCG00000000593,ENSMUSG00000071226,Cecr2,Cecr2
ENSMOCG00000000594,ENSMUSG00000025410,Dctn2,Dctn2
ENSMOCG00000000595,ENSMUSG00000022664,Slc35a5,Slc35a5
ENSMOCG00000000596,ENSMUSG00000002608,Ccdc97,Ccdc97
ENSMOCG00000000597,ENSMUSG00000055235,Wdr86,Wdr86
ENSMOCG00000000598,ENSMUSG00000030930,Chst15,Chst15
ENSMOCG00000000599,ENSMUSG00000021733,Slc4a7,Slc4a7
ENSMOCG00000000600,ENSMUSG00000024219,Anks1,
ENSMOCG00000000601,ENSMUSG00000024846,Cst6,Cst6
ENSMOCG00000000602,ENSMUSG00000030374,Strn4,Strn4
ENSMOCG00000000603,ENSMUSG00000000791,Il12rb1,Il12rb1
ENSMOCG00000000604,ENSMUSG00000100916,Lhb,Lhb
ENSMOCG00000000605,ENSMUSG00000049436,Upk1b,Upk1b
ENSMOCG00000000606,ENSMUSG00000054920,Klhl5,Klhl5
ENSMOCG00000000607,ENSMUSG00000030544,Mesp1,Mesp1
ENSMOCG00000000608,ENSMUSG00000026312,Cdh7,Cdh7
ENSMOCG00000000609,ENSMUSG00000043807,Ly6g5b,
ENSMOCG00000000610,ENSMUSG00000000563,Atp5pb,
ENSMOCG00000000611,ENSMUSG00000069117,Rps18-ps6,
ENSMOCG00000000612,ENSMUSG00000030815,Phkg2,Phkg2
ENSMOCG00000000613,ENSMUSG00000026889,Rbm18,Rbm18
ENSMOCG00000000614,ENSMUSG00000032235,Ice2,Ice2
ENSMOCG00000000615,ENSMUSG00000048758,Rpl29,
ENSMOCG00000000615,ENSMUSG00000078240,Gm3550,
ENSMOCG00000000616,ENSMUSG00000035139,Secisbp2,Secisbp2
ENSMOCG00000000617,,,
ENSMOCG00000000618,ENSMUSG00000064246,Chil1,Chil1
ENSMOCG00000000619,ENSMUSG00000048058,Ldlrad3,Ldlrad3
ENSMOCG00000000620,ENSMUSG00000021501,Caml,Caml
ENSMOCG00000000621,ENSMUSG00000053961,Ang5,
ENSMOCG00000000621,ENSMUSG00000072115,Ang,
ENSMOCG00000000621,ENSMUSG00000072598,Ang6,
ENSMOCG00000000621,ENSMUSG00000047894,Ang2,
ENSMOCG00000000621,ENSMUSG00000060615,Ang4,
ENSMOCG00000000622,ENSMUSG00000005891,Prl4a1,Prl4a1
ENSMOCG00000000623,ENSMUSG00000086277,4930558K02Rik,4930558K02Rik
ENSMOCG00000000624,,,
ENSMOCG00000000625,ENSMUSG00000022559,Fbxl6,Fbxl6
ENSMOCG00000000626,ENSMUSG00000029641,Rasl11a,Rasl11a
ENSMOCG00000000627,,,
ENSMOCG00000000628,ENSMUSG00000024132,Eci1,Eci1
ENSMOCG00000000629,ENSMUSG00000020463,Ppp4r3b,
ENSMOCG00000000630,,,
ENSMOCG00000000631,ENSMUSG00000032407,U2surp,U2surp
ENSMOCG00000000632,,,
ENSMOCG00000000633,,,
ENSMOCG00000000634,ENSMUSG00000040828,Catsperd,Catsperd
ENSMOCG00000000635,ENSMUSG00000025326,Ube3a,Ube3a
ENSMOCG00000000636,,,
ENSMOCG00000000637,ENSMUSG00000030470,Csrp3,Csrp3
ENSMOCG00000000638,ENSMUSG00000003309,Ap1m2,Ap1m2
ENSMOCG00000000639,ENSMUSG00000000197,Nalcn,Nalcn
ENSMOCG00000000640,ENSMUSG00000040601,Nlrp4a,
ENSMOCG00000000640,ENSMUSG00000045693,Nlrp4e,
ENSMOCG00000000640,ENSMUSG00000034690,Nlrp4c,
ENSMOCG00000000640,ENSMUSG00000034087,Nlrp4b,
ENSMOCG00000000640,ENSMUSG00000032999,Nlrp4f,
ENSMOCG00000000641,ENSMUSG00000024290,Rock1,Rock1
ENSMOCG00000000642,ENSMUSG00000021051,Ppp2r5e,Ppp2r5e
ENSMOCG00000000643,ENSMUSG00000093550,Higd1c,
ENSMOCG00000000644,ENSMUSG00000040666,Sh3bgr,Sh3bgr
ENSMOCG00000000645,ENSMUSG00000039263,Npepl1,Npepl1
ENSMOCG00000000646,ENSMUSG00000025737,Wdr24,Wdr24
ENSMOCG00000000647,ENSMUSG00000040724,Kcna2,Kcna2
ENSMOCG00000000648,ENSMUSG00000059291,Rpl11,
ENSMOCG00000000649,ENSMUSG00000006941,Eif1b,
ENSMOCG00000000650,ENSMUSG00000028344,Invs,Invs
ENSMOCG00000000651,ENSMUSG00000047153,Khnyn,Khnyn
ENSMOCG00000000652,ENSMUSG00000002778,Kdelr1,Kdelr1
ENSMOCG00000000653,ENSMUSG00000047090,Tmem198b,Tmem198b
ENSMOCG00000000654,ENSMUSG00000037266,Rsrp1,Rsrp1
ENSMOCG00000000655,ENSMUSG00000015966,Il17rb,Il17rb
ENSMOCG00000000656,ENSMUSG00000034402,Kcnh5,Kcnh5
ENSMOCG00000000657,ENSMUSG00000030206,Gsg1,Gsg1
ENSMOCG00000000658,ENSMUSG00000005732,Ranbp1,Ranbp1
ENSMOCG00000000659,ENSMUSG00000079258,Calhm1,Calhm1
ENSMOCG00000000660,,,
ENSMOCG00000000661,ENSMUSG00000032044,Rpusd4,Rpusd4
ENSMOCG00000000662,ENSMUSG00000022235,Cmbl,Cmbl
ENSMOCG00000000663,ENSMUSG00000019312,Grb7,Grb7
ENSMOCG00000000664,ENSMUSG00000074736,Syndig1,Syndig1
ENSMOCG00000000665,ENSMUSG00000052276,Ostn,Ostn
ENSMOCG00000000666,ENSMUSG00000014361,Mertk,Mertk
ENSMOCG00000000667,ENSMUSG00000031458,Coprs,
ENSMOCG00000000668,ENSMUSG00000039715,Wdr34,Wdr34
ENSMOCG00000000669,ENSMUSG00000029111,Nelfa,Nelfa
ENSMOCG00000000670,ENSMUSG00000040249,Lrp1,
ENSMOCG00000000671,ENSMUSG00000076677,Ighv6-3,
ENSMOCG00000000671,ENSMUSG00000096407,Ighv6-5,
ENSMOCG00000000671,ENSMUSG00000094174,Ighv6-4,
ENSMOCG00000000671,ENSMUSG00000087582,Ighv6-7,
ENSMOCG00000000671,ENSMUSG00000076680,Ighv6-6,
ENSMOCG00000000672,ENSMUSG00000026966,Ssna1,Ssna1
ENSMOCG00000000673,ENSMUSG00000073293,Nudt10,
ENSMOCG00000000673,ENSMUSG00000073295,Nudt11,
ENSMOCG00000000674,ENSMUSG00000022565,Plec,Plec
ENSMOCG00000000675,ENSMUSG00000020925,Ccdc43,
ENSMOCG00000000676,ENSMUSG00000021171,Esyt2,Esyt2
ENSMOCG00000000677,ENSMUSG00000021361,Tmem14c,Tmem14c
ENSMOCG00000000678,ENSMUSG00000033228,Scaf11,Scaf11
ENSMOCG00000000679,,,
ENSMOCG00000000680,ENSMUSG00000074088,Snrnp40,Snrnp40
ENSMOCG00000000681,ENSMUSG00000001767,Crnkl1,
ENSMOCG00000000682,ENSMUSG00000061877,BC048679,BC048679
ENSMOCG00000000683,ENSMUSG00000096966,Gm18336,
ENSMOCG00000000683,ENSMUSG00000109368,Gm45015,
ENSMOCG00000000684,ENSMUSG00000044676,Zfp612,Zfp612
ENSMOCG00000000685,ENSMUSG00000036099,Vezt,Vezt
ENSMOCG00000000686,,,
ENSMOCG00000000687,ENSMUSG00000030095,Tmem43,Tmem43
ENSMOCG00000000688,ENSMUSG00000027305,Ndufaf1,
ENSMOCG00000000689,ENSMUSG00000008206,Cers4,Cers4
ENSMOCG00000000690,ENSMUSG00000019890,Nts,Nts
ENSMOCG00000000691,ENSMUSG00000049265,Kcnk3,Kcnk3
ENSMOCG00000000692,ENSMUSG00000027259,Adal,Adal
ENSMOCG00000000693,ENSMUSG00000039828,Wdr70,Wdr70
ENSMOCG00000000694,ENSMUSG00000040479,Dgkz,Dgkz
ENSMOCG00000000695,ENSMUSG00000024817,Uhrf2,Uhrf2
ENSMOCG00000000696,ENSMUSG00000034285,Nipsnap1,Nipsnap1
ENSMOCG00000000697,ENSMUSG00000028621,Cyb5rl,Cyb5rl
ENSMOCG00000000698,ENSMUSG00000102627,Snurf,
ENSMOCG00000000698,ENSMUSG00000000948,Gm38393,
ENSMOCG00000000699,ENSMUSG00000037643,Prkci,Prkci
ENSMOCG00000000700,ENSMUSG00000060036,Rpl3,
ENSMOCG00000000701,ENSMUSG00000021609,Slc6a3,Slc6a3
ENSMOCG00000000702,ENSMUSG00000032481,Smarcc1,Smarcc1
ENSMOCG00000000703,ENSMUSG00000029174,Tbc1d1,Tbc1d1
ENSMOCG00000000704,ENSMUSG00000027397,Slc20a1,Slc20a1
ENSMOCG00000000705,ENSMUSG00000079186,Gzmc,
ENSMOCG00000000706,ENSMUSG00000027331,Knstrn,Knstrn
ENSMOCG00000000707,ENSMUSG00000028051,Hcn3,Hcn3
ENSMOCG00000000708,ENSMUSG00000032087,Dscaml1,Dscaml1
ENSMOCG00000000709,,,
ENSMOCG00000000710,ENSMUSG00000034248,Slc25a37,Slc25a37
ENSMOCG00000000711,ENSMUSG00000025370,Cdh9,Cdh9
ENSMOCG00000000712,ENSMUSG00000026864,Hspa5,Hspa5
ENSMOCG00000000713,ENSMUSG00000092345,Gm20503,Gm20503
ENSMOCG00000000714,,,
ENSMOCG00000000715,ENSMUSG00000028758,Kif17,Kif17
ENSMOCG00000000716,ENSMUSG00000103034,Gm8797,
ENSMOCG00000000717,ENSMUSG00000028262,Clca3a2,
ENSMOCG00000000717,ENSMUSG00000056025,Clca3a1,
ENSMOCG00000000718,ENSMUSG00000049076,Acap2,Acap2
ENSMOCG00000000719,,,
ENSMOCG00000000720,ENSMUSG00000071252,2210408I21Rik,2210408I21Rik
ENSMOCG00000000721,ENSMUSG00000025092,Hspa12a,Hspa12a
ENSMOCG00000000722,,,
ENSMOCG00000000723,ENSMUSG00000061474,Mrps36,
ENSMOCG00000000724,ENSMUSG00000038375,Trp53inp2,Trp53inp2
ENSMOCG00000000725,ENSMUSG00000075704,Txnrd2,Txnrd2
ENSMOCG00000000726,ENSMUSG00000006800,Sulf2,Sulf2
ENSMOCG00000000727,ENSMUSG00000004105,Angptl2,Angptl2
ENSMOCG00000000728,ENSMUSG00000024044,Epb41l3,Epb41l3
ENSMOCG00000000729,ENSMUSG00000091174,Pate10,Pate10
ENSMOCG00000000730,ENSMUSG00000022857,Tmprss15,Tmprss15
ENSMOCG00000000731,ENSMUSG00000044359,P2ry4,P2ry4
ENSMOCG00000000732,ENSMUSG00000031438,Rnf128,Rnf128
ENSMOCG00000000733,ENSMUSG00000075600,Zc3h3,Zc3h3
ENSMOCG00000000734,ENSMUSG00000024160,Spsb3,Spsb3
ENSMOCG00000000735,,,
ENSMOCG00000000736,ENSMUSG00000030866,Ern2,Ern2
ENSMOCG00000000737,ENSMUSG00000006589,Aprt,Aprt
ENSMOCG00000000738,ENSMUSG00000116138,C030006K11Rik,C030006K11Rik
ENSMOCG00000000739,,,
ENSMOCG00000000740,ENSMUSG00000038670,Mybpc2,Mybpc2
ENSMOCG00000000741,ENSMUSG00000025995,Wdr75,Wdr75
ENSMOCG00000000742,ENSMUSG00000051550,Zfp579,Zfp579
ENSMOCG00000000743,ENSMUSG00000054321,Taf4b,Taf4b
ENSMOCG00000000744,ENSMUSG00000025499,Hras,Hras
ENSMOCG00000000745,,,
ENSMOCG00000000746,ENSMUSG00000041638,Gcn1,Gcn1
ENSMOCG00000000747,ENSMUSG00000025911,Adhfe1,Adhfe1
ENSMOCG00000000748,ENSMUSG00000051076,Vtcn1,Vtcn1
ENSMOCG00000000749,ENSMUSG00000063952,Brpf3,Brpf3
ENSMOCG00000000750,ENSMUSG00000074139,1700057G04Rik,1700057G04Rik
ENSMOCG00000000751,ENSMUSG00000031617,Tmem184c,Tmem184c
ENSMOCG00000000752,ENSMUSG00000031166,Wdr13,Wdr13
